WOType,PONumber,Work_Order_Basic_Start_Date,ACtStartDate,ShortText,WorkCentre,Work_Order_Functional_Location,Functional_Location_Sort_Field,Functional_Location_Description,Work_Order_Type,Work_Order_Total_Actual_Cost
PM01,7427,11/07/2007,0/1/00,replace mast lock proxy switches,WC1,1234.02.06,EXAMPLE,electrical cables/controls,Z,45400
PM01,7428,18/06/2007,0/1/00,replace feed pump suction fitting,WC1,1234.02.07,EXAMPLE,hydraulic pump - feed,X,45500
PM01,7429,11/07/2007,0/1/00,replace output shaft seal main box,WC1,1234.02.08,EXAMPLE,pump drive transmission,Y,45600
PM01,7430,13/06/2007,22/06/2007,replace pins& bushs mast support/pivot,WC1,1234.02.09,EXAMPLE,mast support,Z,45700
PM01,7431,13/06/2007,0/1/00,repairs to plannum chamber,WC1,1234.02.10,EXAMPLE,mast,X,45800
PM01,7432,13/06/2007,0/1/00,manufacturer24 NA hoses,WC1,1234.02.11,EXAMPLE,hydraulic hoses and pipes,Y,45900
PM01,7433,21/01/2002,21/01/2002,replace ac compressor and clutch,WC1,1234.02.12,EXAMPLE,a/c compressor,Z,46000
PM01,7434,14/06/2007,0/1/00,no feed and won't start,WC1,1234.02.13,EXAMPLE,hydraulics,X,46100
PM01,7435,13/06/2007,0/1/00,manufacturer24 NA hoses,WC1,1234.02.14,EXAMPLE,hydraulic hoses & lines,Y,46200
PM01,7436,14/06/2007,0/1/00,refit keeper pin,WC1,1234.02.15,EXAMPLE,breakout wrench,Z,46300
PM01,7437,14/06/2007,0/1/00,deck seal mount repairs /mod,WC1,1234.02.16,EXAMPLE,main frame,X,46400
PM01,7438,21/01/2002,0/1/00,suction problem,WC1,1234.02.17,EXAMPLE,water injection system,Y,46500
PM01,7439,21/01/2002,22/01/2002,replace starter batterys,WC1,1234.02.18,EXAMPLE,24v lighting,Z,46600
PM01,7440,15/06/2007,0/1/00,chubb NA repairs,WC1,1234.02.19,EXAMPLE,fire protection system,X,46700
PM01,7441,5/09/2007,26/09/2007,replace door seal,WC1,1234.02.20,EXAMPLE,operators cabin,Y,46800
PM01,7442,13/08/2007,0/1/00,replace broken window,WC1,1234.02.21,EXAMPLE,cab glass,Z,46900
PM01,7443,1/08/2007,0/1/00,broken walkway near fire suppression,WC1,1234.02.22,EXAMPLE,access stairs,X,47000
PM01,7444,4/09/2007,0/1/00,replace broken window,WC1,1234.02.23,EXAMPLE,cab glass,Y,47100
PM01,7445,17/07/2007,17/07/2007,check and repair seat slide,WC1,1234.02.24,EXAMPLE,seat assembly,Z,47200
PM01,7446,26/09/2007,17/07/2007,overhaul carosuel,WC1,1234.02.25,EXAMPLE,carousel,X,47300
PM01,7447,3/07/2007,0/1/00,manufacturer24 ITEM_ID hoses,WC1,1234.02.26,EXAMPLE,hydraulic hoses & lines,Y,47400
PM01,7448,13/07/2007,0/1/00,"changeout sub,rods,deckbush & fork NA",WC1,1234.02.27,EXAMPLE,drill tools,Z,47500
PM01,7449,13/07/2007,13/07/2007,lube system faulting on ITEM_ID,WC1,1234.02.28,EXAMPLE,grease lube system,X,47600
PM01,7450,13/07/2007,13/07/2007,cab leaking dust ITEM_ID,WC1,1234.02.29,EXAMPLE,frame,Y,47700
PM01,7451,31/01/2002,31/01/2002,repair skirt,WC1,1234.02.30,EXAMPLE,frame,Z,47800
PM01,7452,15/08/2007,0/1/00,replace broken window,WC1,1234.02.31,EXAMPLE,cab glass,X,47900
PM01,7453,31/01/2002,31/01/2002,oil leak left hand jack,WC1,1234.02.32,EXAMPLE,hydraulics,Y,48000
PM01,7454,12/07/2007,0/1/00,manufacturer24 ITEM_ID hoses,WC1,1234.02.33,EXAMPLE,hydraulics,Z,48100
PM01,7455,13/07/2007,0/1/00,change leaking fuel filter,WC6,1234.02.34,EXAMPLE,fuel system,X,48200
PM01,7456,22/06/2007,0/1/00,mindrill replace drill rods ITEM_ID,WC1,1234.02.35,EXAMPLE,drill rods,Y,48300
PM01,7457,13/07/2007,14/07/2007,cracked fuel filter housing,WC1,1234.02.36,EXAMPLE,fuel system,Z,48400
PM01,7458,1/02/2002,1/02/2002,bolt out of head slide guide,WC1,1234.02.37,EXAMPLE,rotary head guides,X,48500
PM01,7459,1/02/2002,1/02/2002,slap wrench wont work,WC1,1234.02.38,EXAMPLE,motors & cylinders,Y,48600
PM01,7460,1/02/2002,1/02/2002,steps wont raize,WC1,1234.02.39,EXAMPLE,electrical,Z,48700
PM01,7461,15/06/2007,15/06/2007,replace both engine oil filters,WC1,1234.02.40,EXAMPLE,lubrication system,X,48800
PM01,7462,15/06/2007,0/1/00,replace alternator belts,WC1,1234.01.01,EXAMPLE,engine,Y,48900
PM01,7463,15/06/2007,0/1/00,replace reamer,WC1,1234.01.02,EXAMPLE,subs/adaptors,Z,49000
PM01,7464,15/06/2007,0/1/00,leaking fuel filter,WC1,1234.01.03,EXAMPLE,fuel system,X,49100
PM01,7465,16/06/2007,16/06/2007,blown hyd. hose at back of mast,WC1,1234.01.04,EXAMPLE,hydraulic hoses & lines,Y,49200
PM01,7466,16/06/2007,16/06/2007,work deck switch sticking,WC1,1234.01.05,EXAMPLE,lights & power,Z,49300
PM01,7467,16/06/2007,16/06/2007,rotary head cocking at the bottom,WC1,1234.01.06,EXAMPLE,chain feed  pulldown,X,49400
PM01,7468,17/06/2007,17/06/2007,broke adapter from locking cyl to pin,WC1,1234.01.07,EXAMPLE,mast lock cylinder - right,Y,49500
PM01,7469,18/06/2007,18/06/2007,check out leaking coolant,WC1,1234.01.08,EXAMPLE,cooling system,Z,49600
PM01,7470,18/06/2007,18/06/2007,replace hid flood lights,WC1,1234.01.09,EXAMPLE,24v lights,X,49700
PM01,7471,4/07/2007,0/1/00,replace r/h feed sprocket,WC1,1234.01.10,EXAMPLE,feed sprockets,Y,49800
PM01,7472,11/07/2007,0/1/00,scv chassis repairs l/h/s,WC1,1234.01.11,EXAMPLE,main frame,Z,49900
PM01,7473,16/06/2007,0/1/00,manufacturer24 ITEM_ID hoses,WC1,1234.01.12,EXAMPLE,hydraulic hoses & lines,X,50000
PM01,7474,18/06/2007,18/06/2007,jump start - flat batteries,WC1,1234.01.13,EXAMPLE,starting system,Y,50100
PM01,7475,18/06/2007,0/1/00,no hoist control,WC1,1234.01.14,EXAMPLE,electrical cables/controls,X,200
PM01,7476,22/06/2007,0/1/00,chubb NA repairs,WC1,1234.01.15,EXAMPLE,fire suppression system,Y,300
PM01,7477,18/06/2007,0/1/00,no tramming,WC1,1234.01.16,EXAMPLE,final drive assemblies,Z,400
PM01,7478,18/06/2007,0/1/00,manufacturer24 NA hoses,WC1,1234.01.17,EXAMPLE,hydraulic hoses and pipes,X,500
PM01,7479,18/06/2007,0/1/00,check out air conditioning,WC1,1234.01.18,EXAMPLE,air conditioning system,Y,600
PM01,7480,18/06/2007,18/06/2007,shutting down on coolant flow,WC1,1234.01.19,EXAMPLE,cooling system,Z,700
PM01,7481,18/06/2007,18/06/2007,replace breakout dies,WC1,1234.01.20,EXAMPLE,breakout wrench,X,800
PM01,7482,19/06/2007,18/06/2007,rod fell out of carousel,WC1,1234.01.01,EXAMPLE,carousel,Y,900
PM01,7483,22/01/2002,21/01/2002,air/cond condensor fan on the wrong way,WC1,1234.01.02,EXAMPLE,manufacturer6 - NA overburden drill,Z,1000
PM01,7484,23/01/2002,21/01/2002,no water injection,WC1,1234.01.03,EXAMPLE,hydraulics,X,1100
PM01,7485,23/01/2002,22/01/2002,alternator light on,WC1,1234.01.04,EXAMPLE,alternator 240/415v,Y,1200
PM01,7486,23/01/2002,22/01/2002,shuting down on compressor low oil,WC1,1234.01.05,EXAMPLE,electrical cables/controls,Z,1300
PM01,7487,21/06/2007,22/06/2007,replace air compressor oil seperator,WC1,1234.01.06,EXAMPLE,air compressor receiver/separator,X,1400
PM01,7488,23/01/2002,22/01/2002,l/hand track walked off,WC1,1234.01.07,EXAMPLE,power train - transmission,Y,1500
PM01,7489,19/06/2007,0/1/00,t/field labour for 12.7.06,WC1,1234.01.08,EXAMPLE,drill truck mechanical  model1 NA,Z,1600
PM01,7490,7/03/2007,0/1/00,transpaciffic NA cleaning,WC1,1234.01.09,EXAMPLE,tracks,X,1700
PM01,7491,19/06/2007,19/06/2007,eater injection pump repairs,WC1,1234.01.10,EXAMPLE,water injection water pump,Y,1800
PM01,7492,19/06/2007,19/06/2007,replace drive line pump drive,WC1,1234.01.11,EXAMPLE,driveline - pump drive gearbox front,Z,1900
PM01,7493,20/06/2007,20/06/2007,replace deck bush and spanner,WC1,1234.01.12,EXAMPLE,drill tools,X,2000
PM01,7494,20/06/2007,20/06/2007,replace breakout dies,WC1,1234.01.13,EXAMPLE,breakout wrench,Y,2100
PM01,7495,23/01/2002,23/01/2002,repair front dust curtain,WC1,1234.01.14,EXAMPLE,frame,Z,2200
PM01,7496,20/06/2007,0/1/00,overhaul 6 drill rods,WC1,1234.01.15,EXAMPLE,drill rods,X,2300
PM01,7497,20/06/2007,0/1/00,overhaul 3 d90 rods,WC1,1234.01.16,EXAMPLE,drill rods,Y,2400
PM01,7498,20/06/2007,0/1/00,over haul 3 NA rods,WC1,1234.01.17,EXAMPLE,drill rods,Z,2500
PM01,7499,23/01/2002,0/1/00,change out blown pick-up hose,WC1,1234.01.18,EXAMPLE,water injection system,X,2600
PM01,7500,23/01/2002,0/1/00,replace broken payne,WC1,1234.01.19,EXAMPLE,cab glass,Y,2700
PM01,7501,23/01/2002,26/01/2002,replace broken payne,WC1,1234.01.20,EXAMPLE,cab glass,Z,2800
PM01,7502,21/06/2007,21/06/2007,repair break out fork,WC1,1234.02.01,EXAMPLE,breakout wrench,X,2900
PM01,7503,21/06/2007,0/1/00,nqc extra costs for sbw crane test,WC1,1234.02.02,EXAMPLE,manufacturer6 - NA overburden drill,Y,3000
PM01,7504,21/06/2007,0/1/00,repair cups,WC1,1234.02.03,EXAMPLE,pipe positioner arm,Z,3100
PM01,7505,23/01/2002,23/01/2002,kettle tripping inverter,WC1,1234.02.04,EXAMPLE,electrical,X,3200
PM01,7506,21/06/2007,21/06/2007,replace reamer & rod cups on ITEM_ID,WC1,1234.02.05,EXAMPLE,reamer,Y,3300
PM01,7507,21/06/2007,21/06/2007,changeout engine fuel filters ITEM_ID,WC1,1234.02.06,EXAMPLE,fuel system,Z,3400
PM01,7508,23/01/2002,23/01/2002,repair bit lube,WC1,1234.02.07,EXAMPLE,other systems,X,3500
PM01,7509,23/01/2002,24/01/2002,jump start,WC1,1234.02.08,EXAMPLE,starting system,Y,3600
PM01,7510,24/01/2002,24/01/2002,wont tram,WC1,1234.02.09,EXAMPLE,electrical,Z,3700
PM01,7511,24/01/2002,24/01/2002,r/h front jack outer sleeve weld broken,WC1,1234.02.10,EXAMPLE,levelling jack cylinder - front right,X,3800
PM01,7512,9/08/2007,0/1/00,fuel leak near fuel filters ITEM_ID,WC1,1234.02.11,EXAMPLE,fuel system,Y,3900
PM01,7513,24/01/2002,24/01/2002,jack foot plate mounting u/s,WC1,1234.02.12,EXAMPLE,levelling jack cylinder front,Z,4000
PM01,7514,22/06/2007,22/06/2007,replace pipe positiner ram,WC1,1234.02.13,EXAMPLE,pipe positioner arm,X,4100
PM01,7515,22/06/2007,0/1/00,topped up compressor oil,WC1,1234.02.14,EXAMPLE,hydraulics,Y,4200
PM01,7516,24/01/2002,0/1/00,replace blown hydraulic hose.,WC1,1234.02.15,EXAMPLE,pumps/valves/control,Z,4300
PM01,7517,23/06/2007,23/06/2007,engine shutting down,WC1,1234.02.16,EXAMPLE,coolant,X,4400
PM01,7518,24/06/2007,24/06/2007,jump start flat battery,WC1,1234.02.17,EXAMPLE,battery pack,Y,4500
PM01,7519,24/06/2007,24/06/2007,one trrack is slow,WC1,1234.02.18,EXAMPLE,final drive - right,Z,4600
PM01,7520,24/06/2007,25/06/2007,deck will not come down,WC1,1234.02.19,EXAMPLE,deck,X,4700
PM01,7521,25/06/2007,0/1/00,a-frame repairs,WC1,1234.02.20,EXAMPLE,mast,Y,4800
PM01,7522,25/06/2007,0/1/00,r/h track wont turn,WC1,1234.02.21,EXAMPLE,electrical cables/controls,Z,4900
PM01,7523,21/06/2007,0/1/00,manufacturer24 NA hoses,WC1,1234.02.22,EXAMPLE,hydraulic hoses and pipes,X,5000
PM01,7524,24/01/2002,0/1/00,replace hyd tank check valve,WC1,1234.02.23,EXAMPLE,hydraulic tank,Y,5100
PM01,7525,24/01/2002,25/01/2002,change outer  lh wheel,WC2,1234.02.24,EXAMPLE,#NAME?,Z,5200
PM01,7526,25/06/2007,0/1/00,rebuild poppets,WC1,1234.02.25,EXAMPLE,compressor unit,X,5300
PM01,7527,25/06/2007,0/1/00,fit tap to water injecton,WC1,1234.02.26,EXAMPLE,pumping systems,Y,5400
PM01,7528,25/06/2007,0/1/00,over haul power wrench jaws,WC1,1234.02.27,EXAMPLE,drill tools,Z,5500
PM01,7529,25/01/2002,25/01/2002,operator complaining of engine fuming,WC1,1234.02.28,EXAMPLE,engine,X,5600
PM01,7530,26/06/2007,26/06/2007,shuting down on high coolent temp,WC1,1234.02.29,EXAMPLE,temperature regulators,Y,5700
PM01,7531,11/07/2007,0/1/00,scv NA mast repairs,WC1,1234.02.30,EXAMPLE,mast,Z,5800
PM01,7532,25/01/2002,25/01/2002,blown hose on tool wrench,WC1,1234.02.31,EXAMPLE,hydraulics,X,5900
PM01,7533,25/01/2002,24/02/2002,won't select 4wd.,WC2,1234.02.32,EXAMPLE,#NAME?,Y,6000
PM01,7534,30/01/2002,15/04/2002,assist manufacturer30 aust with installation,WC1,1234.02.33,EXAMPLE,communications,Z,6100
PM01,7535,26/06/2007,0/1/00,manufacturer24 NA hoses,WC1,1234.02.34,EXAMPLE,hydraulic hoses & lines,X,6200
PM01,7536,25/01/2002,25/01/2002,fabricate a new deck lug and fit,WC1,1234.02.35,EXAMPLE,deck assembly,Y,6300
PM01,7537,18/07/2007,0/1/00,scv NA mast repairs,WC1,1234.02.36,EXAMPLE,mast,Z,6400
PM01,7538,27/06/2007,27/06/2007,head feed down slow,WC1,1234.02.37,EXAMPLE,hydraulics,X,6500
PM01,7539,25/01/2002,0/1/00,replace alternator,WC1,1234.02.38,EXAMPLE,24v alternator - lhs (off side) start,Y,6600
PM01,7540,27/06/2007,28/06/2007,hydraulic hose leaking under dash,WC1,1234.02.39,EXAMPLE,hydraulic hoses & lines,Z,6700
PM01,7541,31/01/2002,31/01/2002,replace leaking accessory cylinders,WC1,1234.02.40,EXAMPLE,motors & cylinders,X,6800
PM01,7542,28/06/2007,28/06/2007,pipe support not holding stems,WC1,1234.01.01,EXAMPLE,pipe positioner arm,Y,6900
PM01,7543,26/01/2002,26/01/2002,stairs wont raise,WC1,1234.01.02,EXAMPLE,implements,Z,7000
PM01,7544,26/01/2002,26/01/2002,thread lube u/s,WC1,1234.01.03,EXAMPLE,drill truck mechanical  model1 NA,X,7100
PM01,7545,26/01/2002,26/01/2002,changeout fuel filter,WC1,1234.01.04,EXAMPLE,drill truck mechanical  NA NA,Y,7200
PM01,7546,26/01/2002,26/01/2002,blown hyd hose palfinger,WC1,1234.01.05,EXAMPLE,implements,Z,7300
PM01,7547,29/06/2007,29/06/2007,broken carousel spider ITEM_ID,WC1,1234.01.06,EXAMPLE,carousel,X,7400
PM01,7548,29/06/2007,29/06/2007,hydraulic oil cooler leaking ITEM_ID,WC1,1234.01.07,EXAMPLE,hydraulic oil cooler,Y,7500
PM01,7549,27/01/2002,27/01/2002,blown r/h track adj hose,WC1,1234.01.08,EXAMPLE,hydraulics,Z,7600
PM01,7550,27/01/2002,0/1/00,oil leaking around hyd. tank,WC1,1234.01.09,EXAMPLE,hydraulic hoses & lines,X,7700
PM01,7551,29/06/2007,29/06/2007,mast lock cylinder wont retract ITEM_ID,WC1,1234.01.10,EXAMPLE,mast lock cylinder - left,Y,7800
PM01,7552,22/08/2007,0/1/00,replace rotary head guides on NA,WC1,1234.01.11,EXAMPLE,mast,Z,7900
PM01,7553,29/06/2007,29/06/2007,fuel quick fill not shutting off ITEM_ID,WC1,1234.01.12,EXAMPLE,engine,X,8000
PM01,7554,10/08/2007,2/07/2007,fuel guage not working on ITEM_ID,WC1,1234.01.13,EXAMPLE,engine,Y,8100
PM01,7555,29/06/2007,30/06/2007,fuel leak,WC1,1234.01.14,EXAMPLE,fuel system,Z,8200
PM01,7556,29/06/2007,0/1/00,blown hydraulic hose,WC1,1234.01.15,EXAMPLE,hydraulics,X,8300
PM01,7557,30/06/2007,30/06/2007,blown o-ring at hose,WC1,1234.01.16,EXAMPLE,hydraulic hoses and pipes,Y,8400
PM01,7558,30/06/2007,30/06/2007,coolant temp sender u/s,WC1,1234.01.17,EXAMPLE,cooling system,Z,8500
PM01,7559,30/06/2007,30/06/2007,carousel not locking,WC1,1234.01.18,EXAMPLE,carousel,X,8600
PM01,7560,30/06/2007,30/06/2007,not holding rods,WC1,1234.01.19,EXAMPLE,pipe positioner arm,Y,8700
PM01,7561,30/06/2007,0/1/00,air turning of intermitently,WC1,1234.01.20,EXAMPLE,air compressor system,Z,8800
PM01,7562,30/06/2007,30/06/2007,deck wont raize,WC1,1234.02.01,EXAMPLE,hydraulics,X,8900
PM01,7563,30/06/2007,0/1/00,changeout repaired fuel filter housing,WC1,1234.02.02,EXAMPLE,fuel system,Y,9000
PM01,7564,30/06/2007,0/1/00,air pressure problems,WC1,1234.02.03,EXAMPLE,air system controls,Z,9100
PM01,7565,1/07/2007,1/07/2007,tighten slide wear plate adjusters,WC1,1234.02.04,EXAMPLE,rotary head guides,X,9200
PM01,7566,1/07/2007,2/07/2007,head comes down without warning,WC1,1234.02.05,EXAMPLE,oil - hydraulic,Y,9300
PM01,7567,2/07/2007,2/07/2007,thread lube not working,WC1,1234.02.06,EXAMPLE,thread lubrication system,Z,9400
PM01,7568,2/07/2007,2/07/2007,leaking hyd. pipe,WC1,1234.02.07,EXAMPLE,hydraulic hoses & lines,X,9500
PM01,7569,26/06/2007,0/1/00,manufacturer24 NA hoses,WC1,1234.02.08,EXAMPLE,hydraulic hoses and pipes,Y,9600
PM01,7570,4/07/2007,0/1/00,front pto input shaft seal leaking,WC1,1234.02.09,EXAMPLE,oil - pump drive gearbox front,Z,9700
PM01,7571,29/06/2007,0/1/00,manufacturer24 NA hoses,WC1,1234.02.10,EXAMPLE,hydraulic hoses and pipes,X,9800
PM01,7572,28/01/2002,28/01/2002,replace starter pilot solenoids,WC1,1234.02.11,EXAMPLE,starting system,Y,9900
PM01,7573,6/11/2007,0/1/00,hilands- modify rope winch.to be complet,WC1,1234.02.12,EXAMPLE,rope winch,Z,10000
PM01,7574,2/07/2007,2/07/2007,grease thread lube not working,WC1,1234.02.13,EXAMPLE,frame,X,10100
PM01,7575,2/07/2007,2/07/2007,add extra rod,WC1,1234.02.14,EXAMPLE,drill rods,Y,10200
PM01,7576,28/01/2002,28/01/2002,mast locking pin not retracting   no dow,WC1,1234.02.15,EXAMPLE,mast,Z,10300
PM01,7577,2/07/2007,2/07/2007,fuel solenoid u/s,WC1,1234.02.16,EXAMPLE,electronic engine control,X,10400
PM01,7578,2/07/2007,0/1/00,manufacturer24 ITEM_ID hoses,WC1,1234.02.17,EXAMPLE,hydraulic hoses & lines,Y,10500
PM01,7579,15/07/2007,0/1/00,replace r/h mast feed cylinder,WC1,1234.02.18,EXAMPLE,mast feed cylinder - right,Z,10600
PM01,7580,2/07/2007,3/07/2007,replace rotation pump,WC1,1234.02.19,EXAMPLE,hydraulic pump - rotation,X,10700
PM01,7581,2/07/2007,0/1/00,replaced rotational hose,WC1,1234.02.20,EXAMPLE,hydraulic hoses & lines,Y,10800
PM01,7582,2/07/2007,0/1/00,replace deck rubber,WC1,1234.02.21,EXAMPLE,deck,Z,10900
PM01,7583,28/01/2002,28/01/2002,changed out l/h propel motor shaft seal,WC1,1234.02.22,EXAMPLE,propel motor - left,X,11000
PM01,7584,2/07/2007,3/07/2007,engine surging,WC1,1234.02.23,EXAMPLE,engine,Y,11100
PM01,7585,2/07/2007,0/1/00,compressor making noise,WC1,1234.02.24,EXAMPLE,air compressor system,Z,11200
PM01,7586,2/07/2007,3/07/2007,engine surging dropping revs,WC1,1234.02.25,EXAMPLE,engine,X,11300
PM01,7587,25/07/2007,0/1/00,replace out of date fire extinguishers,WC1,1234.02.26,EXAMPLE,fire protection system,Y,11400
PM01,7588,15/07/2007,0/1/00,replace hydraulic tank pressure gauge,WC1,1234.02.27,EXAMPLE,hydraulic tank,Z,11500
PM01,7589,4/07/2007,0/1/00,rod support cups loose,WC1,1234.02.28,EXAMPLE,pipe positioner arm,X,11600
PM01,7590,4/07/2007,0/1/00,shim l/h feed cylinder & repair u bolt,WC1,1234.02.29,EXAMPLE,mast feed cylinder - left,Y,11700
PM01,7591,21/11/2007,0/1/00,replace hyd pipes on r/h/f levelling cyl,WC1,1234.02.30,EXAMPLE,levelling jack cylinder - front right,Z,11800
PM01,7592,1/08/2007,0/1/00,flow divider for middle stacker leaking,WC1,1234.02.31,EXAMPLE,hydraulic stacker valve - middle,X,11900
PM01,7593,3/07/2007,3/07/2007,replace pipe support,WC1,1234.02.32,EXAMPLE,pipe positioner arm,Y,12000
PM01,7594,3/07/2007,3/07/2007,could not start up again,WC1,1234.02.33,EXAMPLE,starting system,Z,12100
PM01,7595,4/07/2007,4/07/2007,repairs to walkway,WC1,1234.02.34,EXAMPLE,operators cabin,X,12200
PM01,7596,29/01/2002,0/1/00,one glass window has large crack.,WC1,1234.02.35,EXAMPLE,cab glass,Y,12300
PM01,7597,8/08/2007,0/1/00,auscrome -rebuild r/h feed cylinder,WC1,1234.02.36,EXAMPLE,mast feed cylinder - right,Z,12400
PM01,7598,4/07/2007,4/07/2007,replace rotation manufacturer2 drain hose,WC1,1234.02.37,EXAMPLE,hydraulics,X,12500
PM01,7599,5/02/2002,29/01/2002,rr right jack not extending fully,WC1,1234.02.38,EXAMPLE,levelling jack cylinder - rear right,Y,12600
PM01,7600,20/03/2007,0/1/00,cci pope NA inspections,WC1,1234.02.39,EXAMPLE,drill truck mechanical  NA NA,Z,12700
PM01,7601,4/07/2007,5/07/2007,replace top radiator hose,WC1,1234.02.40,EXAMPLE,radiator,X,12800
PM01,7602,4/07/2007,0/1/00,repairs to thread lube system,WC1,1234.01.01,EXAMPLE,thread lubrication system,Y,12900
PM01,7603,26/11/2007,0/1/00,commision / fit modified winch,WC1,1234.01.02,EXAMPLE,lifting equipment,Z,13000
PM01,7604,5/12/2007,19/07/2007,fit modified winch,WC1,1234.01.03,EXAMPLE,lifting equipment,X,13100
PM01,7605,19/09/2007,25/07/2007,fit modified winch,WC1,1234.01.04,EXAMPLE,auxiliary winch,Y,13200
PM01,7606,5/07/2007,5/07/2007,vibration near compressor oil reservoir,WC1,1234.01.05,EXAMPLE,frame,Z,13300
PM01,7607,5/07/2007,5/07/2007,blown propel hyd. line,WC1,1234.01.06,EXAMPLE,hydraulic hoses and pipes,X,13400
PM01,7608,5/07/2007,6/07/2007,fit oil cooler - do not start,WC1,1234.01.07,EXAMPLE,manufacturer10 model1 overburden drill,Y,13500
PM01,7609,29/01/2002,0/1/00,changing seals in pump,WC1,1234.01.08,EXAMPLE,oil - final drive - right,Z,13600
PM01,7610,5/07/2007,7/07/2007,add extra rod,WC1,1234.01.09,EXAMPLE,drill rods,X,13700
PM01,7611,29/01/2002,5/03/2002,engine oil pressure switch faulty,WC1,1234.01.10,EXAMPLE,engine,Y,13800
PM01,7612,6/07/2007,6/07/2007,"repair cracking, mast support leg",WC1,1234.01.11,EXAMPLE,manufacturer10 model1 overburden drill,Z,13900
PM01,7613,6/07/2007,6/07/2007,rotary head surging,WC1,1234.01.12,EXAMPLE,rotary head motors,X,14000
PM01,7614,6/07/2007,6/07/2007,blowen hose,WC1,1234.01.13,EXAMPLE,hydraulic hoses & lines,Y,14100
PM01,7615,6/07/2007,7/07/2007,busted lube tank,WC1,1234.01.14,EXAMPLE,lubrication system,Z,14200
PM01,7616,6/07/2007,7/07/2007,tec 50 fitting leaking,WC1,1234.01.15,EXAMPLE,radiator,X,14300
PM01,7617,6/07/2007,0/1/00,place breather on hydraulic tank,WC1,1234.01.16,EXAMPLE,manufacturer10 model1 overburden drill,Y,14400
PM01,7618,30/01/2002,30/01/2002,top alternator siezed,WC1,1234.01.17,EXAMPLE,24v alternator - lhs (off side) start,Z,14500
PM01,7619,7/07/2007,7/07/2007,refit rotary head slides,WC1,1234.01.18,EXAMPLE,rotary head guides,X,14600
PM01,7620,7/07/2007,7/07/2007,loss of hydraulic function,WC1,1234.01.19,EXAMPLE,pumps/valves/controls,Y,14700
PM01,7621,7/07/2007,7/07/2007,hydraulic pressure check,WC1,1234.01.20,EXAMPLE,hydraulics,Z,14800
PM01,7622,7/07/2007,7/07/2007,busted oil line to turbo,WC1,1234.02.01,EXAMPLE,engine lubrication system,X,14900
PM01,7623,7/07/2007,7/07/2007,replace mast bull hose,WC1,1234.02.02,EXAMPLE,mast bull hose,Y,15000
PM01,7624,7/07/2007,0/1/00,replace cylinder,WC1,1234.02.03,EXAMPLE,back brace locking pin cylinders,Z,15100
PM01,7625,7/07/2007,7/07/2007,blowen 'o' ring,WC1,1234.02.04,EXAMPLE,hydraulics,X,15200
PM01,7626,7/07/2007,7/07/2007,rotary head slow,WC1,1234.02.05,EXAMPLE,rotary head motors,Y,15300
PM01,7627,7/07/2007,8/07/2007,rotation erratic,WC1,1234.02.06,EXAMPLE,electrical cables/controls,Z,15400
PM01,7628,7/07/2007,8/07/2007,replace blown hose,WC1,1234.02.07,EXAMPLE,final drive right (cab side),X,15500
PM01,7629,7/07/2007,8/07/2007,jump start,WC1,1234.02.08,EXAMPLE,battery pack,Y,15600
PM01,7630,7/07/2007,8/07/2007,lost rod support and carousel function,WC1,1234.02.09,EXAMPLE,pumps/valves/controls,Z,15700
PM01,7631,7/07/2007,0/1/00,check angle brace pin alignment,WC1,1234.02.10,EXAMPLE,main frame,X,15800
PM01,7632,8/07/2007,8/07/2007,head will only come down 1/2 way,WC1,1234.02.11,EXAMPLE,electrical,Y,15900
PM01,7633,8/07/2007,8/07/2007,lost rod support and carasoul function,WC1,1234.02.12,EXAMPLE,pumps/valves/controls,Z,16000
PM01,7634,8/07/2007,9/07/2007,repair / replace heater hoses,WC1,1234.02.13,EXAMPLE,engine,X,16100
PM01,7635,8/07/2007,8/07/2007,no hydraulic pressure,WC1,1234.02.14,EXAMPLE,pumps/valves/control,Y,16200
PM01,7636,8/07/2007,8/07/2007,hydraulic leak,WC1,1234.02.15,EXAMPLE,hydraulics,Z,16300
PM01,7637,8/07/2007,8/07/2007,chip deflector broken off,WC1,1234.02.16,EXAMPLE,frame,X,16400
PM01,7638,8/07/2007,0/1/00,dropped rod,WC1,1234.02.17,EXAMPLE,drill rods,Y,16500
PM01,7639,9/07/2007,9/07/2007,will not propel,WC1,1234.02.18,EXAMPLE,electrical cables/controls,Z,16600
PM01,7640,9/07/2007,9/07/2007,solder up military plug,WC1,1234.02.19,EXAMPLE,hydraulic pump - feed,X,16700
PM01,7641,15/07/2007,0/1/00,repair emergency access stairs,WC1,1234.02.20,EXAMPLE,access stairs,Y,16800
PM01,7642,9/07/2007,9/07/2007,jack legs low on lube NA,WC1,1234.02.21,EXAMPLE,grease lube system,Z,16900
PM01,7643,15/07/2007,0/1/00,fit new hole counter,WC1,1234.02.22,EXAMPLE,operators cabin,X,17000
PM01,7644,30/08/2007,0/1/00,replace lower stacker valve,WC1,1234.02.23,EXAMPLE,hydraulic stacker valve - lower,Y,17100
PM01,7645,12/09/2007,0/1/00,replace front jack pad and knuckle,WC1,1234.02.24,EXAMPLE,vehicle body,Z,17200
PM01,7646,30/01/2002,30/01/2002,replace dies,WC1,1234.02.25,EXAMPLE,breakout wrench,X,17300
